# 
#                 columns are tag, mass, x, y, z, vx, vy, vz, ax, ay, az
#                 Time=0.200000
# 
1.000000,0.002000,1.774292,0.448136,1.042362,-0.265204,0.174281,0.116680,-2.960139,-0.696597,-2.467970
2.000000,0.002000,2.238834,1.973495,-0.984106,-0.152970,0.405593,0.030722,-1.403054,-1.248091,0.638505
3.000000,0.002000,0.709270,-0.295919,-0.259104,-1.538159,-0.702711,-0.681745,-3.120434,0.808904,0.737547
4.000000,0.002000,0.382477,-0.164241,0.990746,-0.306992,-1.471678,-2.737985,-1.645458,0.762801,-4.288985
5.000000,0.002000,0.781036,0.245133,0.317794,-0.294937,0.497169,-0.801359,-4.217650,-1.389875,-1.631921
6.000000,0.002000,0.197768,1.394276,-0.058803,-0.736591,-0.950257,0.777917,-0.448616,-4.758783,0.301273
7.000000,0.002000,0.048184,-0.687339,-2.480000,-1.340641,0.906099,0.625955,-0.083066,0.746289,2.707425
8.000000,0.002000,0.692494,0.990249,-0.675970,0.049652,0.297908,0.627076,-2.744685,-3.513321,3.513047
9.000000,0.002000,2.561440,-1.335436,0.185217,1.257725,0.712639,0.678882,-1.950856,1.075661,-0.237730
10.000000,0.002000,-0.604382,1.671663,1.702368,-2.023603,0.476985,0.943636,0.732624,-2.048595,-2.087717
11.000000,0.002000,-0.150454,0.407204,-0.562187,-1.504286,-0.061887,1.968936,0.716920,-2.263887,3.194458
12.000000,0.002000,-1.927372,-0.625594,-0.289100,0.619865,-1.279124,-2.215980,3.368919,1.271579,0.299718
13.000000,0.002000,0.971041,1.141021,-0.278740,-1.582915,-0.613336,0.630681,-3.009875,-3.274788,0.854182
14.000000,0.002000,-0.297502,-0.584608,-1.604719,0.114677,2.501183,-0.527518,0.483683,0.822617,4.244072
15.000000,0.002000,-1.738522,1.943771,-0.702159,0.005736,-0.217880,-0.899352,1.650561,-1.814191,0.671519
16.000000,0.002000,-0.294229,-1.246977,0.610780,0.843209,0.389125,-1.037195,1.556568,3.752249,-2.195105
17.000000,0.002000,-1.691540,-0.088817,-0.843765,-0.045270,0.633780,0.461059,3.406740,0.118571,2.035831
18.000000,0.002000,0.291638,-0.423969,-1.577453,-0.591618,0.527722,-1.553986,-0.794518,0.745923,4.242545
19.000000,0.002000,0.348953,0.655640,0.003171,1.728008,0.870692,-0.296701,-1.596274,-3.139869,0.297165
20.000000,0.002000,0.200474,-0.573157,-0.251239,-0.633255,0.577144,0.725258,-0.541338,3.367961,1.674629
21.000000,0.002000,-0.903764,-0.479489,-0.942354,-0.875285,-0.433275,-0.324880,3.037302,1.330620,3.172147
22.000000,0.002000,-1.672179,0.107297,-0.798993,0.627100,-0.389014,-1.818609,3.555587,-0.308325,2.117568
23.000000,0.002000,-1.667206,0.317188,-0.961820,0.128595,-0.799948,-0.064832,3.431712,-0.651065,2.194582
24.000000,0.002000,0.239558,0.629259,0.403107,0.902763,-0.866879,1.187853,-0.801377,-3.675038,-1.952777
25.000000,0.002000,1.215223,-1.236255,0.240763,0.112746,0.286210,-0.855581,-2.635476,2.909986,-0.231001
26.000000,0.002000,-0.564502,-0.781784,-0.534324,0.869331,0.756366,0.466145,2.781323,3.799918,3.310069
27.000000,0.002000,0.162688,0.168707,-0.973735,2.357838,0.485260,1.387095,-0.739486,-0.390794,4.907911
