# 
#                 columns are tag, mass, x, y, z, vx, vy, vz, ax, ay, az
#                 Time=0.300000
# 
1.000000,0.002000,1.734478,0.462036,1.042870,-0.534865,0.104882,-0.092327,-2.940604,-0.701553,-1.807125
2.000000,0.002000,2.216578,2.007774,-0.977860,-0.291597,0.279641,0.094106,-1.370995,-1.269655,0.632342
3.000000,0.002000,0.536324,-0.359185,-0.324985,-1.927249,-0.532776,-0.614779,-4.270396,2.026793,1.821407
4.000000,0.002000,0.343342,-0.305944,0.695205,-0.488047,-1.334797,-3.172594,-1.875082,2.220236,-4.457614
5.000000,0.002000,0.729890,0.287621,0.230406,-0.742909,0.339207,-0.928194,-4.979030,-2.064667,-0.767040
6.000000,0.002000,0.123166,1.273215,0.020407,-0.748981,-1.492561,0.799763,-0.093324,-5.866884,-0.157061
7.000000,0.002000,-0.086033,-0.593020,-2.403627,-1.341516,0.979695,0.903820,0.048823,0.713525,2.848177
8.000000,0.002000,0.682746,1.004623,-0.599029,-0.248365,-0.017574,0.887814,-3.513115,-3.638500,1.827517
9.000000,0.002000,2.677530,-1.259048,0.251781,1.064610,0.812062,0.651549,-1.922625,0.899172,-0.278820
10.000000,0.002000,-0.802891,1.709461,1.786707,-1.944278,0.282343,0.746830,0.860856,-1.839833,-1.876596
11.000000,0.002000,-0.294294,0.388022,-0.348716,-1.343765,-0.330430,2.314583,4.084684,-2.736331,4.596067
12.000000,0.002000,-1.848521,-0.746658,-0.508152,0.959919,-1.134998,-2.158184,3.288366,1.657057,0.798686
13.000000,0.002000,0.796753,1.062781,-0.211729,-1.906498,-0.963755,0.706636,-3.374616,-3.990543,0.821124
14.000000,0.002000,-0.282641,-0.329359,-1.635671,0.183936,2.601590,-0.090470,0.684456,0.956343,4.371033
15.000000,0.002000,-1.729722,1.912932,-0.788614,0.170084,-0.398671,-0.828442,1.640885,-1.799590,0.749041
16.000000,0.002000,-0.203005,-1.189272,0.495470,0.958414,0.780538,-1.260907,0.822389,4.537666,-1.991388
17.000000,0.002000,-1.678264,-0.024630,-0.787583,0.320773,0.649731,0.657978,4.012358,0.084307,1.723386
18.000000,0.002000,0.228686,-0.367909,-1.711479,-0.663573,0.589776,-1.120649,-0.567604,0.650973,4.465090
19.000000,0.002000,0.510084,0.725663,-0.023756,1.464418,0.522581,-0.252127,-3.120895,-3.907956,0.468563
20.000000,0.002000,0.135418,-0.496967,-0.172968,-0.656302,0.952174,0.820691,-1.122269,3.449599,0.647092
21.000000,0.002000,-0.975894,-0.515766,-0.958453,-0.565503,-0.286374,0.003995,3.162290,1.628468,3.311104
22.000000,0.002000,-1.592803,0.066588,-0.971017,0.952507,-0.431488,-1.617247,3.557048,-0.247655,2.357321
23.000000,0.002000,-1.637382,0.233786,-0.957340,0.466199,-0.865822,0.155092,3.373466,-0.574043,2.214199
24.000000,0.002000,0.318425,0.525395,0.507654,0.633090,-1.202553,0.873538,-3.653209,-3.577282,-3.641934
25.000000,0.002000,1.212942,-1.192745,0.153508,-0.165895,0.589158,-0.893107,-3.013685,3.192130,-0.414789
26.000000,0.002000,-0.464572,-0.687747,-0.475977,1.149451,1.116828,0.694236,2.660401,3.368219,2.438211
27.000000,0.002000,0.389902,0.211385,-0.810806,2.193631,0.354107,1.851532,-1.457576,-1.843208,4.253480
28.000000,0.002000,0.881670,0.178098,-1.549766,-0.346369,-1.046146,0.500211,-2.071565,-0.445310,3.841573
29.000000,0.002000,1.545758,2.093512,1.202841,0.002825,0.398843,-0.075702,-1.230359,-1.693238,-0.998122
30.000000,0.002000,0.122969,-0.770762,0.993827,0.955780,1.476115,-0.811596,-1.240199,2.872745,-4.512800
31.000000,0.002000,-0.346906,0.778466,0.295286,0.445648,-2.134545,0.100405,1.888345,-4.823779,-2.210933
32.000000,0.002000,0.983797,0.343550,0.525598,-0.567623,-0.241787,-0.981376,-4.459780,-1.866726,-2.218332
33.000000,0.002000,0.341914,1.266684,-0.181440,0.985846,-2.504765,-0.973875,-0.798566,-5.086802,0.609807
34.000000,0.002000,0.695657,1.521688,-0.758257,0.803452,-1.675768,2.236270,-1.578220,-3.609476,1.862475
35.000000,0.002000,-1.117401,0.902331,-0.633126,0.922245,-0.558618,2.113106,3.180601,-2.579473,1.960734
36.000000,0.002000,1.995892,-0.365632,-0.072323,-0.363522,0.271669,2.321101,-3.778283,0.720500,0.165697
