# 
#                 columns are tag, mass, x, y, z, vx, vy, vz, ax, ay, az, EK, EU, E
#                 Time=2.000000
# 
1.000000,0.002000,-1.996913,0.195609,-0.172254,-2.953943,1.363903,1.176155,2.995319,-0.171475,0.355922,55.761887,-104.086754,-48.324867
2.000000,0.002000,-1.300405,1.519913,-3.485043,-1.832231,-0.937875,-0.099873,0.402540,-0.472381,1.074317,0.000000,0.000000,0.000000
3.000000,0.002000,-1.883527,1.553773,-0.586675,0.051946,0.563193,-0.200526,1.828623,-1.499582,0.581117,0.000000,0.000000,0.000000
4.000000,0.002000,0.439976,0.213334,1.581151,0.568214,1.980116,1.217165,-0.964410,-0.245033,-3.739593,0.000000,0.000000,0.000000
5.000000,0.002000,-0.155175,-0.106514,1.042547,-1.084843,-0.254925,-0.639848,0.108824,0.355353,-4.606855,0.000000,0.000000,0.000000
6.000000,0.002000,-0.196873,0.866505,-0.445332,-1.885617,-0.038763,-1.836445,1.080067,-3.984210,1.953169,0.000000,0.000000,0.000000
7.000000,0.002000,-0.132576,0.408509,0.843869,-0.394760,-0.779152,4.466961,0.178125,-1.703539,-4.498379,0.002000,-1.996913,0.000000
8.000000,0.002000,-1.455386,-1.337687,-1.109407,0.224436,0.330204,-0.577172,1.658818,1.483464,1.363727,0.002000,-1.300405,0.000000
9.000000,0.002000,-0.335916,0.212329,-0.112282,-4.042438,2.681450,0.278212,1.203179,-2.520710,1.506119,0.002000,-1.883527,0.000000
10.000000,0.002000,2.152109,-0.926320,-2.330746,1.946329,-0.058228,-1.314184,-1.115788,0.479282,1.228190,0.002000,0.439976,0.000000
11.000000,0.002000,-0.474673,-0.399990,-0.784572,-1.379926,-1.935838,0.069577,2.207996,1.623337,3.633699,0.002000,-0.155175,0.000000
12.000000,0.002000,2.823426,1.465317,-0.033884,2.325590,1.546679,0.080038,-1.583416,-0.813313,0.006052,0.002000,-0.196873,0.000000
13.000000,0.002000,1.171647,0.169005,-1.299038,1.048687,1.784684,0.601134,-2.537971,-0.204557,2.544235,0.002000,-0.132576,0.000000
14.000000,0.002000,-1.610467,0.900154,2.713784,-1.380558,0.116726,1.316836,0.854761,-0.433505,-1.463058,0.002000,-1.455386,0.000000
15.000000,0.002000,-0.849408,2.139738,0.085299,1.436865,-1.760794,0.391578,0.967600,-2.586033,-0.165879,0.002000,-0.335916,0.000000
16.000000,0.002000,0.770437,-0.146586,-2.346264,0.611404,-1.617752,-2.280294,-0.689525,0.268932,2.416835,0.002000,2.152109,0.000000
